database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	16K-008_CrAdj	16K-021_CrAdj	16K-030_CrAdj	16K-031_CrAdj	16K-033_CrAdj	16K-070_CrAdj	16K-072_CrAdj	16K-074_CrAdj	16K-077_CrAdj	16K-092_CrAdj	16K-096_CrAdj	16K-097_CrAdj	16K-099_CrAdj	16K-100_CrAdj	16K-103_CrAdj	16K-105_CrAdj	16K-106_CrAdj	16K-107_CrAdj	16K-108_CrAdj	16K-112_CrAdj	16K-114_CrAdj	16K-116_CrAdj	16K-121_CrAdj	16K-129_CrAdj	16K-136_CrAdj	16K-142_CrAdj	16K-149_CrAdj	16K-153_CrAdj	16K-158_CrAdj	16K-162_CrAdj	16K-183_CrAdj	16K-188_CrAdj	16K-190_CrAdj	16K-197_CrAdj	16K-215_CrAdj	16K-217_CrAdj	16K-227_CrAdj	16K-231_CrAdj	16K-233_CrAdj	16K-234_CrAdj	16K-239_CrAdj	16K-242_CrAdj	16K-250_CrAdj	16K-252_CrAdj	16K-262_CrAdj	16K-263_CrAdj	16K-271_CrAdj	16K-276_CrAdj	16K-278_CrAdj	16K-283_CrAdj	16K-290_CrAdj	16K-292_CrAdj	16K-301_CrAdj	16K-306_CrAdj	16K-307_CrAdj	16K-308_CrAdj	16K-311_CrAdj	16K-317_CrAdj	16K-318_CrAdj	16K-319_CrAdj	16K-321_CrAdj	16K-336_CrAdj	16K-340_CrAdj	16K-348_CrAdj	16K-351_CrAdj	16K-353_CrAdj	16K-354_CrAdj	16K-360_CrAdj	16K-365_CrAdj	16K-374_CrAdj	16K-381_CrAdj	16K-400_CrAdj	16K-402_CrAdj	16K-405_CrAdj	16K-414_CrAdj	16K-435_CrAdj	16K-436_CrAdj	16K-439_CrAdj	16K-440_CrAdj	16K-442_CrAdj	16K-452_CrAdj	16K-456_CrAdj	16K-458_CrAdj	16K-471_CrAdj	16K-476_CrAdj	16K-493_CrAdj	16K-496_CrAdj	16K-505_CrAdj	16K-522_CrAdj	16K-577_CrAdj	16K-581_CrAdj	16K-601_CrAdj	16K-606_CrAdj	16K-615_CrAdj	16K-630_CrAdj	16K-634_CrAdj	16K-638_CrAdj	16K-642_CrAdj	16K-644_CrAdj	16K-651_CrAdj	16K-667_CrAdj	16K-678_CrAdj	16K-685_CrAdj	16K-686_CrAdj	16K-688_CrAdj	16K-695_CrAdj	16K-711_CrAdj	16K-719_CrAdj	16K-724_CrAdj	16K-725_CrAdj	16K-730_CrAdj	16K-737_CrAdj	16K-743_CrAdj	16K-755_CrAdj	16K-756_CrAdj	16K-771_CrAdj	16K-785_CrAdj	N-1_CrAdj	N-10_CrAdj	N-11_CrAdj	N-12_CrAdj	N-13_CrAdj	N-14_CrAdj	N-15_CrAdj	N-16_CrAdj	N-17_CrAdj	N-18_CrAdj	N-19_CrAdj	N-2_CrAdj	N-20_CrAdj	N-21_CrAdj	N-22_CrAdj	N-23_CrAdj	N-24_CrAdj	N-25_CrAdj	N-26_CrAdj	N-27_CrAdj	N-28_CrAdj	N-29_CrAdj	N-3_CrAdj	N-30_CrAdj	N-31_CrAdj	N-32_CrAdj	N-33_CrAdj	N-34_CrAdj	N-35_CrAdj	N-36_CrAdj	N-37_CrAdj	N-38_CrAdj	N-39_CrAdj	N-40_CrAdj	N-41_CrAdj	N-42_CrAdj	N-43_CrAdj	N-44_CrAdj	N-45_CrAdj	N-46_CrAdj	N-47_CrAdj	N-48_CrAdj	N-49_CrAdj	N-5_CrAdj	N-50_CrAdj	N-6_CrAdj	N-7_CrAdj	N-8_CrAdj	N-9_CrAdj
CHEBI:4167	C6H12O6	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6?/m1/s1	Glucose	3.23 (dd), 3.39 (t), 3.4 (t), 3.46 (m), 3.48 (t), 3.53 (dd), 3.70 (t), 3.82 (m), 4.662(d), 5.245 (d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								45.55425343	82.0679065	186.6721665	287.6992235	177.190825	194.1529235	75.90641186	106.6406626	74.59903021	163.8695528	176.8724825	160.0312256	119.3439417	642.3060125	168.6535391	159.843584	132.3888889	17.04240472	41.92433324	157.5241698	1525.313717	173.3376899	77.25744631	63.64359586	582.9454918	59.375	55.82631812	56.32281898	31.55668638	1436.956438	238.4673017	109.352518	357.1154584	3786.552533	23178.90697	74.56103853	158.6058758	137.8362352	543.3052967	98.4081042	53.45445416	12.33252132	202.1863305	256.728551	47.54168448	176.8148425	80.63363166	125.9800281	215.5506981	42.74191087	301.9663691	336.80834	102.4952471	138.9203901	37.07182132	179.4155019	100.830912	32.57461172	32.71563475	578.6592179	93.68268654	57.20981326	198.6663312	163.3627019	39.39958413	549.7996077	83.48393353	79.68910664	67.50186167	26.45375732	34.26791277	41.04215698	110.5157937	87.85405665	339.3101805	147.7133524	65.02057613	204.8604396	72.43311095	24.5586169	36.99090326	37.81662504	35.9132837	35.48980797	45.01169135	43.34542677	198.6022579	132.0777841	193.5688262	179730.8031	17.53496858	54.99202768	70.90160752	65.97761685	84.3942332	466.8517606	81.53603367	73.08682032	44.83721694	22.59074259	22.17808673	103.2804059	121.4924453	2013.157142	1971.799917	5596.616207	37.56426848	28.85773267	300.9068425	65.70496986	76.30550622	22.3683021	159.6512737	78.76557781	23.06908448	23.9068484	164.1670045	404.2235096	17.29469577	255.2238806	39.98684964	36.29794276		16.53069987	37.43904883	34.55700856	19.47104565	23.46577085	51.93946649	61.97202604	87.24237116	48.90130827	46.20327185	110.6964816	70.55412371	27.22844053	28.84250474	18.24449009	40.69719415	41.74099179	33.19612979	28.57719523	39.56176868	35.06781939	23.45555306	31.59368126	57.31328846	49.78817602	67.60826229	29.20394586	27.6192091	30.56091305	43.3886365	39.39413852	38.55365835	43.28769108	32.3291853	37.07529955	49.12720564	35.02340943	40.76330407	36.64273335	30.02635798	42.11836845	102.5910825	47.02081515
CHEBI:17754	C3H8O3	OCC(O)CO	InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2	Glycerol	3.53(dd), 3.644(dd), 3.773(m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								25.21109408	52.20952056	34.05288968	160.6048222	48.22755708	89.2053973	15.2259332	160.4786671	15.70724025	298.8938686	142.3545608	326.8043432	162.9478176	48.4058815	197.3390101	148.4503235	64.44444444	12.07729469	35.51834586	31.00042034	109.043704	44.11043947	38.65013597	18.09864757	18.22197681	16.48706897		56.77749361	18.00878961	10.51683844	28.63106069	86.49080735	53.79746835	196.4655529	28.58277094	35.1169177	56.54101996	29.48628106	146.169584		25.42624335	8.982947625	82.03663581	101.6880882	46.34459171	336.4462707	8.921167758	76.83419988	175.4025962	4.76040321	344.7992551	816.8938786	22.14828897	133.2501701	8.281820976	144.8538755	11.97940562	9.333382521	9.166699593		31.71015926	37.46612962	21.13739305	136.7474302	15.05371686	249.5096785	13.44382245	16.33097441	15.15616102	11.78768461	4.24808836	14.59597836	34.22630948	487.3465469	157.860249		26.92533804		25.08194054	10.14112041	7.700147209	9.561184445	3.652198342	17.50182311	58.39179008	12.31621157	134.8590738	63.48557889	37.06637098	182.4586122	13.27792418	16.45350612	13.59012192	57.05069124	39.03549448	162.3290693	32.96510608	31.21503692	13.8550423			65.38216626	67.79987666	94.78862765	96.28569725	819.2341941	15.38945822	10.98830208	118.2742512	1.482066989	13.35701599		31.33088135	31.45068907	26.42079287		66.61261992	58.7429141	6.724465585	128.358209	36.40702814	22.88327279	830.9226749	9.596393302	17.70088838	13.33963552	3.856958823	6.42221097	7.700691454	18.97244149	25.6060901	28.18493586	11.63888458	8.140506584	39.14304124	3.88563475	5.050357612	5.686895767	18.50373104	23.36782019	13.47089325	19.32848934	11.79961746	20.51262499	7.402711601	25.84483103	16.68614727	44.86469982	25.51215167	7.845836201	13.03717101	23.54204362	174.415114	23.22907084	21.47879162	11.74865367	9.115770283	15.88251764	18.09451724	15.26149603	11.01953055	9.01625815	17.11910002	33.28477539		118.0154966
CHEBI:15428	C2H5NO2	NCC(O)=O	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	Glycine	3.553(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								10.12650621	19.4506057	22.36582795	33.10175725	26.30594022	25.48725637	11.83247008	13.41134547	10.89974719	13.87432059	17.10600112	22.21275992	20.17957152	53.21007425	52.3150612	51.4627788	14.5	5.90445518	11.36904196	13.03068516	59.28169624	83.646463	16.40221837	12.16520817	19.56298809	8.189655172		28.01932367	8.822654727	12.96885177	38.31745692	15.18784972	45.83812812	196.1894243	18.39354241	13.73054839	20.64855876	24.25745243	32.73471243		18.73873051	17.05237515	166.6338389	20.03002673	7.097050021	30.88033869	11.83770337	16.38194273	33.85823259	2.888791692	18.67776743	13.09810211	12.42870722	67.81583125	19.87637034	20.8386277	13.49169938	9.112037481	10.31253704		35.24135739	8.802636397	17.99194766	20.46622614	11.30653266	105.4830732	12.12147926	10.52440573	10.16251259	9.903025734	12.60266214	10.44634378	13.99440224	10.01303066	23.41097278		18.81246326		32.19507659	5.009469118	21.04329446	15.62611488	11.75258697	8.021668924	14.6141855	6.468397938	23.80769526	25.28801373	92.03231427	132.5290595	9.426312589	27.47905146	19.72509125	14.62804477	37.60222578	46.29077039	10.52077854	9.929514433	39.4293694			32.16728632	18.42429849	161.1463875	155.428367	251.7067379	4.686789549	5.117839326	31.8219291	22.78430985	11.01243339		40.04903964	14.82278613	6.973517821		30.33373868	93.25359746	3.497171901	163.0597015	16.01178662	18.86866353	576.6810202	3.746243023	21.14087235	14.87579434	7.954492542	10.74485297	18.59958191	18.93782025	6.488029585	14.30204496	10.24390931	5.1580555	22.06829897	7.191324016	9.808787038	12.83613616	14.92414021	21.22725651	11.0653766	24.87296386	33.26113861	15.97544585	8.343387661	15.94681064	21.84514933	5.572306401	17.58069305	10.69052535	8.251851015	9.802557016	11.82780635	7.671835984	23.41033763	2.680576686	13.20726718	8.419182606	19.97492786	7.748702501	13.34886221	12.3174053	39.91739355	7.639406464	23.51703275	5.62449942
CHEBI:16344	C3H7N3O2	C(CNC(=N)N)(O)=O	InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)	Guanidoacetate	3.7855(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								34.49622885	50.67394643	52.29387231	20.84184716	61.54092926	7.496251874	67.46740489	92.24212655	7.335571304	21.97959378	39.46362107	25.90305869	31.42501556		48.16391698	40.26262431	60.77777778	27.91196994	46.76053658	46.72831722	11.25054089		83.18879681	44.94828958	19.56298809	10.66810345		34.27109974	85.81436077	58.94410176	165.524992	36.93045564	81.70310702	21.67610106		70.89955896	67.90465632	29.16284836	38.64514662		60.05066989	90.51461632	126.9450463	442.78443	43.4373664	25.02801644	53.58419352	52.77709004	31.53856448	60.18655084	29.52292271	28.95838902	21.43536122		89.30705919	57.68742058	54.44257532	18.2609658	19.12363191		50.42550938	45.71219334	123.6789129	38.17914831	46.22249177	108.3823655	8.286684004	41.00889131		44.40941644	95.01557632	45.418886	11.67532987	32.30231123	26.80645738		9.523809524		70.24802994	18.69387256	69.99962254	3.496254014	58.48199654	20.21043859	14.74408937	20.38380752	14.74541126	16.62717542		77.31595632	16.92681938	92.95382841	184.2820533	8.005266623	54.21128067	94.7352033		48.33296039	76.58607377			111.7844011	29.27459143	39.0137864	36.30835271	75.69011576	41.97124969	44.74883881	75.5702116	42.367355	52.29129663		104.8903419	59.90442138			11.41737603	60.54943001	26.77416816	119.0298507	35.89562507	63.43082632	657.2264547	26.89995706	41.5636898	91.4736621	17.69389561	41.02804777	41.89819364	78.24401052	73.98516404	52.30534739	85.31894207	57.7039449	153.0283505	43.40891956	41.86250182	41.05010271	14.27706033	117.3742419	80.98572727	50.01899606	115.985036	14.35502474	51.65538537	49.79004199	81.01245415	54.29182092	168.1299572	119.8210599	89.48925187	203.0103593	95.70316409	79.41253778	54.75932937	78.14726267	49.52195205	49.56890309	79.59222291	163.9930316	107.55241	162.9528761	31.57522893	13.00901145	80.44193082	48.02872544
CHEBI:18089	C9H9NO3	OC(=O)CNC(=O)c1ccccc1	InChI=1S/C9H9NO3/c11-8(12)6-10-9(13)7-4-2-1-3-5-7/h1-5H,6H2,(H,10,13)(H,11,12)	Hippurate	7.572 (m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								85.97013131	82.23852585	162.9772217	304.8630977	10.05186334	14.24287856	14.28826576	133.6318983	20.92917237	185.7061123	66.76694029	9.083812363	19.55729398	32.75585966	23.7892496	21.72443758	35.27777778	6.709608159	10.87749342	239.4213255	37.86239723	21.23835975	38.88567697	14.02147971	181.904236	15.73275862	6.756756757	31.37254902	13.64702772	9.520708019	71.60440972	343.4052758	465.5734561	5.384509181	288.6065899	170.0923691	839.0382483	21.99342354	177.7676745	17.36613603	32.91260585	96.75700365	14.18160331	161.4852247	22.23172296	12.20271448	119.806708	15.68044896	24.80260517	14.52533287	94.31998685	115.9226588	45.4134981	60.67135405	15.41955534	173.570521	24.99532718	18.92500092	19.59777154	416.9832402	44.17528868	17.01940681	15.47559134	9.269456681	22.85132559	63.48597254	44.0781064	65.38438275	15.46278856	7.298769832	25.63013311	26.38424378	11.51539384	14.05939236	19.1219396	12.55614537	205.8788948	10.12054406	10.69294963	32.10336612	5.510889669	119.7288619	7.187339046	60.52713824	16.95245518	32.74775635	4.147146917	11.31628401	21.54284809	44.82212046		20.94853615	169.8376951	113.403555	69.72430655	71.04491554	13.32631948	45.78764824	13.66337176	40.75924076	40.94008606	62.13668016	69.90055504	227.9045821	229.5951827	23.44909469	121.2269595	3.462067779	28.52431987	6.600138326	6.181172291	35.38634397	67.02084185	24.03351037	35.30957263	37.54948357	21.14579111	32.1746714	7.061813357	22.01492537	32.75414906	16.15635434	14.72157815	8.630313439	18.95330973	11.09448033	18.46218318	19.21723129	9.880469546	16.96440936	11.5270659	19.53512003	15.04882413	18.71596116	176.3853093	30.56312707	26.47788644	19.62559335	11.02789327	31.57331431	9.94280216	12.01500689	6.652227723	5.833516028	16.89127012	31.69366127	181.7339083	185.8707683	130.4661322	123.2851571	133.1788466	115.7417533	58.27846379	15.29438822	21.03453604	26.96273757	18.12554324	12.92807971	28.86844222	22.55652742	12.04981186	24.03647768	26.11342083	9.443390474	21.99131922	25.58472296
CHEBI:27570	C6H9N3O2	NC(Cc1c[nH]cn1)C(O)=O	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)	Histidine	7.119(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								17.39835933	10.15185122	11.09125074	6.947282387	7.271560712	5.622188906	31.34488301	82.46653183	2.196527001	20.12014876	14.04680569	3.548364204	29.38038937	5.604891542	1.330494944	1.88278459	1.666666667	4.294149222	31.26882948	27.07720331	5.625270446	32.02091162	41.47662791	2.419782551	5.206279088	7.327586207	2.326096588	9.320829781	2.4782738	8.486264894	1.980092048	24.62030376	0.287686997			3.495048681	0.900776053	9.433453722	10.79790862	12.22061425	1.917239176	11.19062119	18.02245421	31.85762935	20.4360838	1.494209936	37.37168673	2.55838904	12.04443057	33.80089715	40.09421044	0.98013009	15.01901141	45.02154684	39.99180356	2.795425667	1.410341371	4.574464161	12.16958394	9.38547486	29.69737632	6.107652874	8.303975843	11.83920705	26.20862935	8.825786646	4.804513598	26.85538015	1.489333742	7.281636569	9.27499292	8.505718651	6.317473011	9.327206639	9.590754751	22.15189873	0.470311581	14.76181267	16.66705409	16.14331969	0.679424754	5.850874064	58.6224657	44.03236448	7.924136139	22.31716632	5.913524307	11.80652014	3.484872485	17.96407186		23.2384571	90.23840957	0.500329164	4.299806087	11.52079711	1.928809399	1.790109644	11.21272692	6.3003663	4.912280702	15.0565906	6.167129201	66.64378468	28.20008347	9.795191451	5.980903081	4.96731464	11.37675185	24.91848632	2.98401421	3.977735016	22.74894429	4.316080582	3.965574394	6.189475313	11.68760978	8.689964493	20.82560245	17.53731343	10.22806142	13.46362862	8.188877848	19.1927866	7.898603968	35.4892075	13.39458939	12.23925206	8.451106863	2.146517103	24.61125889	4.051822685	13.58339557	8.932945279	1.610824742	15.31056081	10.48022187	10.82831378	16.43858248	1.605422761	8.285668466	1.032910671	22.95229523	2.497354901	18.87486963	4.449110178	26.84293257	12.32777375	11.60028842	10.25464556	17.464534	31.71415505	52.19444834	0.804967801	1.448659507	7.389697892	0.042398932	7.164029235	4.044656795	12.53946939	2.777280057	13.90608236	6.113964294	8.867470696	1.025910825	21.37309779
CHEBI:17191	C6H13NO2	OC([C@H]([C@H](CC)C)N)=O	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	Isoleucine	0.927(t), 1.000(d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								0.691126536	2.047432179	2.429075576	3.677973028	2.619900551		1.78603322	3.539439468	1.326204982	1.764088872	1.555091011	2.696756795	4.35594275	3.930703159	2.554550293	2.462102926	1.777777778		0.983097073	3.397786185	3.678061445	3.594183957	2.162694589	1.690533015	0.867713181	0.969827586	1.329198051	1.136686559	1.189571424	1.091912187	5.83324414	2.238209432	6.137322593	38.65801463		2.08038612	3.187361419	0.700770848	5.455785406		1.186862347	1.522533496	7.090801655	1.135156908	1.282599401	6.723944714	1.029365511	1.774366592	3.211848151	1.017180173	6.518047872	2.851287535	1.63973384	7.824903606	1.212390287		0.968547688	0.95916184	1.027302541	6.145251397	2.507150676	0.549249359	2.767991948	2.202643172	2.144342402	5.755947813	2.115749107	1.118974173	1.182706207	0.890929651	0.424808836	1.011602461	9.116353459	2.400384061	2.382796211	2.756227031	1.76366843	1.611551602	3.13814826	0.62618364	0.887026762	0.998929718	1.147164864	0.972323506	1.75370226	0.835401948	4.607941018	5.760274532	1.267226358	23.42374075	0.608149199	1.255215931	1.320183273	0.408163265	1.264648849	5.786346299	0.876731545	1.762139181	1.286930807	0.732600733	0.820920225	1.684366206	1.38760407	1.544534066	2.146306564	58.47432473	1.014305201	0.774126957	2.033525694	2.055132892	0.852575488	0.800712893	5.721291377	0.867844621	0.761193847	0.786579154	4.391298473	3.270416745	0.955818687	3.731343284	0.438345489	0.205626328	1.122520334	0.976814083	0.684657004	1.470511003	0.302658741	0.802776371	1.322160482	1.073258551	1.730141223	1.498793344	2.029054939	2.247644296		0.985907325	1.22609838	0.661536855	1.101412562		1.122574437	0.546136677	1.153240324	0.53378578	1.472362528	1.599680064	2.055539882	2.041906797	3.584001357		0.67823433		7.504953269	1.034958602	1.545236808	0.857301553	0.95397596	0.7820571	1.040730404	0.998076435	1.299050349	0.598332921	1.222792859	1.363574768	5.997632513	0.359967963
CHEBI:17824	C3H8O	CC(C)O	InChI=1S/C3H8O/c1-3(2)4/h3-4H,1-2H3	Isopropanol	1.162(d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								24.21947775	917.0789968	6.324762821	2428.68819	1229.642303	38.23088456	8.79621361	4.069151498	33.40378797	64.1270144	101.6162749	8.232204954	21.55747178	15.57723104	6.918573709	4.586270155	33.16666667	544.0150295	10.84578061	21.36752137	226.0926006	148.3417742	3.55452774	4.872712808	7.967184665	7.435344828	15.28577758	36.08979824	39.28890064	12.35584843	12.84384031	36.29096723	99.63559647	280.2706061	14.95302369	8.987268037	232.1230599	773.758827	4745.737668		14.72165796	9.820341048	5645.164467	12.99937749	319.5382642	125.0155647	67.16609956	5.488157135	7.985011375	2.81758908	48.63887824	9.623095429	9.838403042	337.3780903	175.3696937	25.92121982	3.976143141	3.54152064	3.990675254	108.4916201	876.1255694	1.977297693	599.5218923	60.02202643	9.682030844	10.44597936	6.347247322	38.8616706	10.38153226	30.41154097	9.699801756	4.170279533	1305.237905	9.670118648	7.088818729	7.043691303	73.60376249	6.832978792	5.183756015	3.512737492	11.96542483	53.51409204	16.50512712	76.95246033	5.520914523	4.535039145	7.564703172	10.78519487	11.24663393	36.28038042	2.736671397	3.409437867	81.8513629	8.387096774	7.672203018	12.61060225	3.33157987	3452.28239	9.693053312	2.863802864	3.349884144	2301.29614	4.856614246	101.5388136	94.25862994	462.7485901	15.31950614	2.494409083	45.06732619	4.26835293	6.323268206	3.396572432	3050.538074	7.220467248	4.432112558	4.809738108	74.31428185	56.96754501	7.376671277	28.73134328	2.155198656	37.63940975	3.993228074	5.495920996	9.902478124	45.84843233	1.978922535	1.877261668	16.27686755	3.46212436	6.574536647	2.807062111	2.254505488	2.896003227	9.987113402	2.841732877	5.342285798	1.764098279	2.299198722	24.08134142	3.367723312	1.780880467	2.981548155	1.639484897	3.292366209	6.648670266	5.400830277	3.47314988	4.432285702	7.065840789	6.141788655	8.947567256	9.82648548	4.008411092	6.12300085	4.672897196	5.46946217	8.592973072	4.399451251	4.591151599	40.62891955	8.768672114	75.7588109	2.007249814	56.37248455	6.272441753
CHEBI:18344	C10H7NO3	OC(=O)c1cc(O)c2ccccc2n1	InChI=1S/C10H7NO3/c12-9-5-8(10(13)14)11-7-4-2-1-3-6(7)9/h1-5H,(H,11,12)(H,13,14)	Kynurenate	6.939 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								87.74302112	173.9464255	142.4446583	50.67429506	64.37469925	111.3193403	241.2930881	135.8470577	37.50673463	103.6521407	68.19456483	92.39940387	128.8114499	35.52191003	52.63437999	50.93173699	42.38888889	29.38808374	118.3680589	158.5400028	56.46906101	705.2769155	176.2917282	108.9896579	76.98982409	99.78448276	26.14089499	112.2477977	68.53253147	79.51802613	102.2155625	189.4484412	45.26275412		4.631467514	50.42855954	92.57206208	97.40714786	132.4164583	103.0712333	43.25200283	186.5103532	162.2020878	152.3673514	161.522018	10.21043457	145.8267807	13.20458859	98.45206763	9.978537498	169.4692447	22.00837566	156.891635	467.5663416	103.4971483	41.16899619	20.10161255	98.16652525	91.62748429	20.22346369	161.3051308	18.98205785	95.24408656	127.3861968	141.4616184	84.80429777	97.41261515	94.56843888	50.4621315	63.32453826	101.3877089	121.49552	85.40583766	141.5540772	250.9084411	178.5422621	215.4027043	158.2543673	75.89669681	70.30056815	19.38247839	116.30396	183.5697898	150.1892558	162.0550792	150.4916937	85.89970048	64.91543427	118.3272612	126.7171539		102.6223836	355.2069581	13.2718894	96.87210185	125.0681128	18.23601613	28.75363616	91.11196298	72.88711289	69.67229394	144.1160159	58.144465	208.226074	228.3431706	57.28702879	73.34475884	43.63065543	91.39873592	115.9173995	45.8259325	66.62706151	220.5421605	46.96775089	63.92800579	69.43817617	153.4927712	95.12240703	84.24698355	175.7462687	78.70736786	48.47885476	50.82624857	84.47831687	81.2070002	99.54834305	42.83785252	57.9481036	88.42394897	52.13959285	94.31432341	40.60713832	55.58765095	80.32446763	26.2564433	65.12787798	68.3987739	60.78014925	70.57300989	22.83267927	119.7947292	8.417628342	146.3630738	30.46391703	86.41950062	67.63647271	137.4390391	53.41399183	87.39449463	55.17320486	82.4996703	122.9793411	123.881762	40.01839926	22.32867187	44.07254462	22.87422357	23.2782675	32.34542788	74.6561173	48.46801648	88.28505406	73.9382082	48.49583305	7.181375773	79.64291178
CHEBI:78320	C3H6O3	CC(O)C(O)=O	InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)	Lactate	1.335(d), 4.13(q)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								390.3061991	462.293124	761.2631193	1081.32407	1675.77394	19377.43628	167.2620111	584.6576134	1217.20751	833.6511872	465.1506654	262.3660493	307.0495155	360.0960839	1508.249069	1437.095684	1301.833333	49.78529254	306.7104303	171.815889	348.5504111	779.9379186	397.2291814	331.6096526	259.0518261	834.5905172	322.7735933	232.054561	591.9109143	93.78950998	2828.053088	63.30935252	3239.259685	936.4904045	3366.679899	813.098111	363.2899113	219.8264245	209.1384406	317.0927802	381.1425833	359.546285	260.1930274	648.1013585	305.6006841	486.8634043	1046.378635	1568.663861	131.9088192	27.40283386	238.8672838	968.2794262	311.8346008	1123.497392	78.34431884	156.5438374	427.6053083	5.681189361	5.531629065	222.2346369	392.1748649	677.3782497	1463.387016	314.6108664	623.202218	1073.036582	1475.029753	239.793141	246.9665776	395.7098311	429.9773435	423.3659524	136.2654938	281.5993416	104.1281944	745.6104532	316.1669606	759.3631148	283.5956205	738.5301485	855.7543502	187.0139137	281.2426839	311.0740702	861.5224734	563.9917892	73.53505875	360.0375848	237.1297323	1100.651638	13.88607338	11.5853038	1182.495923	750.0592495	785.5998651	417.0839928	96.26512362	167.3193108	9.487692013	256.037296	262.8798411	1185.198118	264.9745606	705.2800183	684.9102725	3649.450876	156.5877374	150.0086014	852.7617477	443.0392254	211.0124334	244.4369826	686.1463016	859.8141655	247.5107733	262.2274374	384.2048372	1753.846633	306.2667971	1152.238806	44.58947727	7.382964348	870.1004748	295.6419064	273.0278539	73.03975632	40.98309767	75.30042362	420.4470332	40.40299128	196.5224161	393.1538168	21.50234609	462.5680777	6.282216495	319.8689323	98.17544884	101.0178383	274.9401107	106.6714235	21.22200246	269.7559007	219.2844284	505.1615179	255.2299544	102.3295341	589.8996413	585.4929201	114.2426942	33.51686167	12.52849526	48.67476587	24.61624672	13.73373636	33.1066986	13.64437683	14.9244239	7.62747048	18.72132078	9.835589591	152.9743774	10.97631427	1453.194207	171.8697066	689.1227147	15.03766165
